Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Nb créations d'entreprises 2018;Nb entreprises 2018;Part étab. sans salarié dans les étab. actifs au 31/12 2015;Part étab. de 1 à 9 salariés dans les étab. actifs au 31/12 2015;Part étab. de 10 salariés ou plus dans les étab. actifs au 31/12 2015;Part postes de l'agriculture, sylviculture, pêche dans les étab. actifs au 31/12 2015;Part postes de l'industrie dans les étab. actifs au 31/12 2015;Part postes de la construction dans les étab. actifs au 31/12 2015;Part postes du commerce, transport et services marchands dans les étab. actifs au 31/12 2015;Part postes de l'admin. publique, enseignement, santé et action sociale dans les étab. actifs au 31/12 2015
82096;La Ville-Dieu-du-Temple;19;156;82.7;15.5;1.8;1.2;10.2;6.9;31.3;50.4
82097;Lavit;4;82;71.3;23.1;5.6;0.8;0;2.7;23.4;73
82098;Léojac;13;58;77.9;20.6;1.5;4.8;2.4;23.8;23.8;45.2
82099;Lizac;6;31;75;23.2;1.8;50;9.7;9.7;16.1;14.5
82100;Loze;0;7;69.2;30.8;0;44.4;0;22.2;11.1;22.2
82101;Malause;8;50;83.1;13;3.9;36.4;4.5;40.3;4.5;14.3
82102;Mansonville;1;13;63.3;36.7;0;15;22.5;2.5;32.5;27.5
82103;Marignac;2;10;72.2;22.2;5.6;3.8;0;1.9;94.3;0
82104;Marsac;1;7;77.8;22.2;0;16.7;8.3;0;16.7;58.3
82105;Mas-Grenier;14;62;81.2;15.6;3.1;3.8;0;31.6;35.4;29.1
82106;Maubec;2;9;83.3;16.7;0;0;0;25;50;25
82107;Maumusson;1;5;100;0;0;N/A;N/A;N/A;N/A;N/A
82108;Meauzac;7;74;73.6;23.6;2.7;34;7.2;12.4;26.8;19.6
82109;Merles;2;6;76.5;17.6;5.9;47.8;0;8.7;30.4;13
82110;Mirabel;4;48;76;22;2;16.7;37.7;9.6;23.7;12.3
82111;Miramont-de-Quercy;3;19;80;20;0;27.3;0;4.5;31.8;36.4
82112;Moissac;88;814;66.4;27;6.6;4.1;8;8.6;42.3;37
82113;Molières;12;83;78.5;18.8;2.8;6.9;1.7;6;43.1;42.2
82114;Monbéqui;7;27;84.3;13.7;2;0;0;54;20;26
82115;Monclar-de-Quercy;12;114;77.5;19.7;2.8;5;3.3;6.3;35.1;50.2
82116;Montagudet;1;15;87;8.7;4.3;0;0;18.2;72.7;9.1
82117;Montaigu-de-Quercy;17;114;78.4;16.3;5.3;2;28.8;9.8;24.2;35.2
82118;Montaïn;0;3;75;25;0;0;0;80;0;20
82119;Montalzat;5;36;82.7;14.7;2.7;23.1;0;1.5;47.7;27.7
82120;Montastruc;5;23;93.9;6.1;0;0;0;80;0;20
82121;Montauban;658;4989;65.2;27.4;7.3;0.7;9.1;4.7;44.4;41.1
82122;Montbarla;1;11;83.9;16.1;0;53.3;0;0;26.7;20
82123;Montbartier;7;68;75;17;8;0.5;0.2;0.9;93.2;5.2
82124;Montbeton;34;171;78;17.3;4.7;4;5.8;17.5;10.8;61.9
82125;Montech;54;350;74.1;21.9;4;4.1;13;3.9;37.4;41.7
82126;Monteils;11;62;70.9;18.4;10.7;0.7;16.3;3.7;59.1;20.2
82127;Montesquieu;9;47;81.1;16;2.8;15.2;14.3;8;48.2;14.3
82128;Montfermier;1;6;68.8;31.2;0;55.6;0;22.2;22.2;0
82129;Montgaillard;3;3;84.6;15.4;0;50;0;0;0;50
82130;Montjoi;2;15;70;30;0;28.6;4.8;0;47.6;19
82131;Montpezat-de-Quercy;7;93;75.6;20.6;3.8;2.6;55.4;4.2;28.7;9.1
82132;Montricoux;13;71;82.9;14.6;2.4;3.3;25;29.3;18.5;23.9
82133;Mouillac;1;9;91.7;8.3;0;0;0;0;0;100
82134;Nègrepelisse;37;301;71.8;21.5;6.6;3.1;7.3;19.2;18;52.4
82135;Nohic;12;72;72;26.8;1.2;19.7;3.9;14.5;25;36.8
82136;Orgueil;13;60;83.1;14.6;2.2;5.7;0;24.5;17;52.8
82137;Parisot;8;57;83.5;15.4;1.1;0;10.4;18.8;27.1;43.8
82138;Perville;0;10;72.7;27.3;0;14.3;0;71.4;0;14.3
82139;Le Pin;1;5;68.8;31.2;0;88.2;0;0;0;11.8
82140;Piquecos;2;21;78.8;21.2;0;0;18.2;45.5;0;36.4
82141;Pommevic;7;30;69.2;20.5;10.3;0;36;5.3;24.4;34.2
82142;Pompignan;17;89;79.8;18.4;1.8;5.4;15.1;12.9;38.7;28
82143;Poupas;0;2;81.2;18.8;0;40;0;40;0;20
82144;Puycornet;4;31;80.6;19.4;0;46.2;0;7.7;23.1;23.1
82145;Puygaillard-de-Quercy;2;19;83.3;16.7;0;25;0;0;50;25
82146;Puygaillard-de-Lomagne;1;4;83.3;16.7;0;100;0;0;0;0
82147;Puylagarde;0;20;84;16;0;0;41.7;4.2;37.5;16.7
82148;Puylaroque;6;62;83.3;15.5;1.2;0;4.8;40.5;16.7;38.1
82149;Réalville;21;116;76.6;19.1;4.3;2;7.9;25.8;46.4;17.9
82150;Reyniès;4;62;78.2;18.8;3;15.9;52.2;4.4;12.4;15
82151;Roquecor;6;38;81.2;17.2;1.6;8.8;0;58.8;11.8;20.6
82152;Saint-Aignan;2;13;67.9;21.4;10.7;1.7;0;39;33.9;25.4
82153;Saint-Amans-du-Pech;1;11;80;20;0;7.1;0;64.3;0;28.6
82154;Saint-Amans-de-Pellagal;1;7;87.1;12.9;0;50;0;0;25;25
82155;Saint-Antonin-Noble-Val;35;260;84.4;13.5;2;5.5;7.6;5.2;30.9;50.7
82156;Saint-Arroumex;0;8;84.2;15.8;0;0;0;40;0;60
82157;Saint-Beauzeil;1;12;84.6;15.4;0;0;0;20;20;60
82158;Saint-Cirice;0;8;90;10;0;0;0;40;0;60
82159;Saint-Cirq;4;20;88.1;11.9;0;0;0;0;35.7;64.3
82160;Saint-Clair;2;10;84.2;15.8;0;0;0;33.3;16.7;50
82161;Saint-Étienne-de-Tulmont;32;205;78.1;17.5;4.4;0.9;7.1;8.7;21.2;62.1
82162;Saint-Georges;1;8;81.8;18.2;0;0;0;33.3;33.3;33.3
82163;Saint-Jean-du-Bouzet;1;3;100;0;0;N/A;N/A;N/A;N/A;N/A
82164;Sainte-Juliette;2;8;72.7;22.7;4.5;42.9;3.6;14.3;0;39.3
82165;Saint-Loup;3;17;69;20.7;10.3;3.1;67.3;2;20.4;7.1
82166;Saint-Michel;1;16;81.5;18.5;0;66.7;0;0;16.7;16.7
82167;Saint-Nauphary;14;95;80;17.1;2.9;0;14.5;9.8;28.1;47.7
82168;Saint-Nazaire-de-Valentane;2;14;79.2;20.8;0;36.4;0;0;36.4;27.3
82169;Saint-Nicolas-de-la-Grave;13;121;72.1;23;4.9;21;12.4;2.9;33.4;30.3
82170;Saint-Paul-d'Espis;2;24;82.3;16.5;1.3;20.6;0;14.3;0;65.1
82171;Saint-Porquier;6;66;77.6;20.4;2;7.8;5.6;38.9;25.6;22.2
82172;Saint-Projet;1;22;89.2;8.1;2.7;0;0;81.2;0;18.8
82173;Saint-Sardos;3;47;88.1;10.7;1.2;11.9;23.8;7.1;14.3;42.9
82174;Saint-Vincent-d'Autéjac;1;11;90.5;7.1;2.4;27.8;61.1;0;0;11.1
82175;Saint-Vincent-Lespinasse;2;9;70.6;29.4;0;27.3;0;9.1;40.9;22.7
82176;La Salvetat-Belmontet;4;37;83.3;15.2;1.5;5.9;0;41.2;26.5;26.5
82177;Sauveterre;2;14;69;31;0;35.3;0;29.4;11.8;23.5
82178;Savenès;11;37;85.2;13.6;1.2;18.4;10.5;0;10.5;60.5
82179;Septfonds;13;128;80;16.1;3.9;0.4;14.8;5.6;37;42.2
82180;Sérignac;3;22;81.9;16.7;1.4;0;12.9;54.3;17.1;15.7
82181;Sistels;1;7;93.1;6.9;0;0;0;0;50;50
82182;Touffailles;1;30;85.7;14.3;0;20;13.3;26.7;0;40
82183;Tréjouls;0;9;80.6;19.4;0;40;0;20;0;40
82184;Vaïssac;5;41;83.9;15.1;1.1;1.8;10.5;28.1;36.8;22.8
82185;Valeilles;1;20;75.8;24.2;0;31.2;0;6.2;31.2;31.2
82186;Valence;41;304;58.5;33.8;7.7;0.5;11.6;2.3;33.5;52.2
82187;Varen;9;50;86.2;11.5;2.3;0;15.9;42.9;12.7;28.6
82188;Varennes;7;25;82.4;17.6;0;12.5;4.2;0;45.8;37.5
82189;Vazerac;6;30;80;19;1;17.6;2.9;13.2;42.6;23.5
82190;Verdun-sur-Garonne;40;257;74.7;20.2;5.1;4;12.7;5.5;42.5;35.2
82191;Verfeil;6;29;91.7;8.3;0;0;11.8;0;17.6;70.6
82192;Verlhac-Tescou;3;22;89.4;10.6;0;0;0;18.2;9.1;72.7
82193;Vigueron;2;7;86.7;13.3;0;0;0;50;0;50
82194;Villebrumier;16;59;77.5;15.7;6.7;0;1.5;7.4;22.7;68.5
82195;Villemade;1;35;79.7;18.8;1.6;18.4;2.6;15.8;15.8;47.4
83001;Les Adrets-de-l'Estérel;46;269;86.5;11.9;1.6;0.4;0.8;10.3;33.1;55.4
83002;Aiguines;5;50;81.7;16.7;1.7;3.1;0;0;50;46.9
83003;Ampus;14;80;93.3;5.8;0.8;4;0;4;20;72
83004;Les Arcs;99;688;74.2;21.1;4.7;2.2;3.7;7.4;67.3;19.3
83005;Artignosc-sur-Verdon;4;27;92.3;7.7;0;0;0;9.1;0;90.9
83006;Artigues;4;19;90.6;9.4;0;0;0;0;33.3;66.7
83007;Aups;29;268;77;19.9;3;5.7;4.1;2.7;43.4;44.1
83008;Bagnols-en-Forêt;41;246;84.6;13.8;1.7;0.5;2.7;18.3;23.7;54.8
83009;Bandol;166;1362;74.2;23.9;2;0.3;5.2;3.1;61.3;30
83010;Bargème;2;14;86.2;13.8;0;12.5;0;12.5;37.5;37.5
83011;Bargemon;24;167;88;9.8;2.2;0;0.7;13.6;19.3;66.4
83012;Barjols;37;261;74;22.1;3.8;1.3;3;4.2;37.9;53.6
83013;La Bastide;3;23;78.1;21.9;0;0;4.5;22.7;40.9;31.8
83014;Baudinard-sur-Verdon;2;12;82.6;17.4;0;10;0;40;0;50
83015;Bauduen;3;47;82.1;16.7;1.3;20.9;0;0;46.5;32.6
83016;Le Beausset;136;897;79.4;18.2;2.3;2;6.7;7.7;42;41.6
83017;Belgentier;25;178;84.8;13.6;1.6;0;10.7;22.3;29.5;37.5
83018;Besse-sur-Issole;28;247;84.8;13;2.2;10.4;11.4;8.8;12.9;56.6
83019;Bormes-les-Mimosas;126;1016;78.8;19.4;1.8;5.5;19.2;12.7;37.3;25.3
83020;Le Bourguet;1;3;75;25;0;0;0;0;0;100
83021;Bras;35;185;87.7;11;1.3;1.8;0;7.1;42.5;48.7
83022;Brenon;0;4;75;25;0;50;0;0;0;50
83023;Brignoles;209;1669;65.8;26.7;7.4;1.3;6;6.8;50.4;35.5
83025;Brue-Auriac;22;97;86.4;12.8;0.8;19.7;16.9;14.1;19.7;29.6
83026;Cabasse;15;125;86.6;11.3;2.1;9.9;3.3;11.8;6.6;68.4
83027;La Cadière-d'Azur;68;575;83.8;14.3;1.9;26.2;8.9;10.3;41.1;13.5
83028;Callas;22;197;83.8;13.2;3;2.8;22.9;6;34.1;34.1
83029;Callian;75;464;80.6;16.8;2.6;1.6;5.3;8.8;62.4;21.9
83030;Camps-la-Source;16;153;87.1;11.3;1.6;4.7;2.4;24.7;21.2;47.1
83031;Le Cannet-des-Maures;55;391;69.1;25.1;5.8;4.9;8.9;12.5;58.8;15
83032;Carcès;50;327;75.4;23.4;1.2;10.2;4.5;5;44.3;36.1
83033;Carnoules;35;252;83.4;14.3;2.3;4.5;9.7;5.8;49;30.8
83034;Carqueiranne;110;937;81.7;16.2;2.1;1.8;5.9;11.5;42.5;38.3
83035;Le Castellet;67;536;80.4;16.8;2.8;10.4;10.2;6.7;44.7;28
83036;Cavalaire-sur-Mer;122;997;76.1;22.2;1.7;0.1;5;12.7;52;30.2
83037;La Celle;9;107;75.4;21;3.6;18.1;2.7;9.4;40.3;29.5
83038;Châteaudouble;1;35;83.9;14.3;1.8;14.3;0;0;23.8;61.9
83039;Châteauvert;1;19;65.8;31.6;2.6;15.3;0;6.1;5.1;73.5
83040;Châteauvieux;2;6;33.3;66.7;0;11.1;0;0;66.7;22.2
83041;Claviers;2;68;87.8;11;1.2;3.1;0;28.1;15.6;53.1
83042;Cogolin;212;1509;72.8;24.3;3;1;11.6;8.2;51.1;28.1
83043;Collobrières;20;160;81.4;15.8;2.7;1.7;2.8;2.8;11.7;81
83044;Comps-sur-Artuby;3;32;54;44;2;15.3;15.3;0;49.2;20.3
83045;Correns;5;74;82.5;15.9;1.6;23.2;0;6.1;42.4;28.3
83046;Cotignac;36;276;83.9;14.7;1.4;12.3;4.1;7.1;38.1;38.4
83047;La Crau;203;1444;77.7;18.7;3.6;2.3;5.9;11.2;53.8;26.8
83048;La Croix-Valmer;75;511;75.9;21.4;2.7;3;4.7;11.9;46.1;34.3
83049;Cuers;132;990;74.8;20;5.3;1.1;6.4;10;51.3;31.3
83050;Draguignan;414;3177;70.8;24.1;5.1;0.1;4.8;3.5;40.7;50.9
83051;Entrecasteaux;9;98;88.2;11.2;0.6;18.6;6.8;5.1;20.3;49.2
83052;Esparron;5;22;86.7;13.3;0;38.5;0;15.4;7.7;38.5
83053;Évenos;27;206;85.1;12.7;2.2;4;6.3;30.5;24.7;34.5
83054;La Farlède;97;931;65.3;23.8;10.9;0.1;7.9;15.2;68.7;8.1
83055;Fayence;93;617;79.8;17.9;2.3;0.3;4.2;9.9;51.9;33.7
83056;Figanières;19;173;75.7;21.7;2.7;2.8;1.9;5.7;12.3;77.4
83057;Flassans-sur-Issole;33;269;74.3;20.5;5.2;9.7;8.1;8.2;59.4;14.7
83058;Flayosc;47;381;83.3;14.9;1.9;15.9;8.9;18.9;20.8;35.5
83059;Forcalqueiret;36;201;82.1;15.9;2;0.6;8.9;17.2;46.1;27.2
83060;Fox-Amphoux;6;32;82.3;17.7;0;25;8.3;2.8;22.2;41.7
83061;Fréjus;771;5711;74;21.7;4.3;1;4.7;10.7;47.3;36.2
83062;La Garde;307;2074;62.6;27.4;10;0.2;12.9;9.3;50.8;26.8
83063;La Garde-Freinet;34;295;88.7;10.7;0.6;8.2;0.9;13.6;39.1;38.2
83064;Garéoult;47;350;81.6;15.7;2.8;1.5;4.2;5.9;39.5;49
83065;Gassin;69;553;72.2;23.6;4.3;4.1;3.9;4.8;50.1;37
83066;Ginasservis;12;96;85.5;10.9;3.6;0;12.4;7.5;14.3;65.8
83067;Gonfaron;42;274;81.1;17.4;1.5;7;11.7;9.1;45.5;26.8
83068;Grimaud;111;1223;75.3;21.4;3.4;1.7;15.4;16;56.8;10.2
83069;Hyères;697;5293;74.8;21.7;3.5;1.5;4;5.2;40.5;48.8
83070;Le Lavandou;104;1034;70.7;27.4;1.9;0.5;7.1;7.2;62.8;22.3
83071;La Londe-les-Maures;140;1023;76.7;20.3;3.1;10.3;6.1;12.5;41.7;29.4
83072;Lorgues;114;892;78.3;19.1;2.6;7.4;3.7;7.9;35.6;45.4
83073;Le Luc;114;696;74.6;20.7;4.6;2.9;4.3;3.6;49.6;39.7
83074;La Martre;3;27;80.6;19.4;0;5.6;0;0;77.8;16.7
83075;Les Mayons;6;43;83.1;13.8;3.1;11.6;2.3;34.9;7;44.2
83076;Mazaugues;6;51;89.7;7.7;2.6;0;21.1;7.9;7.9;63.2
83077;Méounes-lès-Montrieux;21;180;86.8;11.5;1.8;1.1;6.9;9.2;20.1;62.6
83078;Moissac-Bellevue;4;31;86.8;10.5;2.6;14.3;0;0;61.9;23.8
83079;La Môle;24;201;78.8;18.2;3;7;43.2;15;21.6;13.1
83080;Mons;10;109;88.9;10.3;0.9;3.1;0;15.6;28.1;53.1
83081;Montauroux;95;807;76.4;21.4;2.3;0.2;4.1;15.1;56.9;23.7
83082;Montferrat;6;41;80.8;17.8;1.4;8.9;0;15.6;22.2;53.3
83083;Montfort-sur-Argens;11;81;75.4;20.3;4.2;19.3;7.4;9.6;22.2;41.5
83084;Montmeyan;6;46;85.5;14.5;0;4.3;0;0;47.8;47.8
83085;La Motte;47;296;82.1;14.8;3.2;17.6;4.5;10.8;47.1;20
83086;Le Muy;125;1006;70.3;23.1;6.6;0.1;13;15.3;49.9;21.6
83087;Nans-les-Pins;58;311;81.8;14.3;3.9;3.5;4.5;3.2;17.2;71.6
83088;Néoules;37;198;85.4;12.6;1.9;1.4;0;10.6;31.5;56.5
83089;Ollières;9;44;76.3;20.3;3.4;49.1;0;7;28.1;15.8
83090;Ollioules;205;1450;71.7;22.7;5.6;1.3;3.1;5;46.9;43.8
83091;Pierrefeu-du-Var;61;370;78.6;17.9;3.5;8.2;5.7;2.7;16.6;66.9
83092;Pignans;41;260;76.8;19.1;4.1;5.9;1.7;14.4;37.7;40.3
83093;Plan-d'Aups-Sainte-Baume;18;165;85.7;12.4;1.9;0;2.3;14.5;28.2;55
83094;Le Plan-de-la-Tour;49;447;81.6;17.3;1.1;0.6;8.8;26.9;42.7;21.1
83095;Pontevès;9;59;80;17.1;2.9;24.3;0;7.1;45.7;22.9
83096;Pourcieux;19;75;79.2;18.3;2.5;17.1;8.1;9.9;8.1;56.8
83097;Pourrières;54;357;81.8;15.6;2.6;5.7;10.4;4.5;41.9;37.5
83098;Le Pradet;137;887;80.2;17.2;2.7;12.1;5.4;4.3;40.9;37.3
83099;Puget-sur-Argens;141;984;61.8;29.1;9.2;0.8;9.6;8;70.2;11.3
83100;Puget-Ville;52;284;84.2;14.4;1.5;6.7;9.8;11.6;21.8;50.2
83101;Ramatuelle;47;441;73.5;23.6;2.9;4.5;2.1;9.8;67.8;15.7
83102;Régusse;24;119;82;15.2;2.8;0;2.8;20.5;35.2;41.5
83103;Le Revest-les-Eaux;34;238;83.4;14;2.6;0.3;7.8;8;14.5;69.4
83104;Rians;49;325;80.7;17.8;1.5;8.9;9.4;7;32.9;41.8
83105;Riboux;0;1;75;25;0;0;0;0;0;100
83106;Rocbaron;68;373;78.6;18.7;2.6;0.1;2.6;9.6;47.2;40.4
83107;Roquebrune-sur-Argens;243;1758;78;19.6;2.4;1.5;11.9;13.9;49.8;22.8
83108;La Roquebrussanne;35;168;79.5;18.9;1.6;9.7;3.6;6.1;30;50.6
83109;La Roque-Esclapon;3;9;75;25;0;16.7;5.6;11.1;33.3;33.3
83110;Rougiers;20;101;82.2;15.6;2.2;3.8;6.2;8.1;56.2;25.6
83111;Sainte-Anastasie-sur-Issole;21;145;84.2;14.7;1.1;6.6;1.1;7.7;44;40.7
83112;Saint-Cyr-sur-Mer;181;1349;78.2;19.5;2.2;1.9;3.5;4.2;51.4;38.9
83113;Saint-Julien;33;113;84.1;13.1;2.8;2.4;1.2;6.7;9.9;79.8
83114;Saint-Martin-de-Pallières;2;17;75;25;0;22.7;0;0;4.5;72.7
83115;Sainte-Maxime;252;2293;72.5;24.7;2.8;0;5.3;17.6;54.8;22.2
83116;Saint-Maximin-la-Sainte-Baume;240;1535;72.8;22.4;4.7;1;4.2;5.3;50.9;38.6
83117;Saint-Paul-en-Forêt;20;174;89.3;9.2;1.5;5.9;0;11.8;17.6;64.7
83118;Saint-Raphaël;516;4364;75.2;21.8;2.9;0.1;7.3;5.1;54.9;32.6
83119;Saint-Tropez;146;1548;68.3;29.4;2.3;0.1;12;5.5;63.3;19.1
83120;Saint-Zacharie;68;361;80.4;16.4;3.2;0;3.4;4.1;42.8;49.7
83121;Salernes;55;487;76.1;20.8;3.1;0.1;12.5;11.6;33.5;42.3
83122;Les Salles-sur-Verdon;4;43;79.7;18.6;1.7;0;0;11.4;56.8;31.8
83123;Sanary-sur-Mer;271;2093;76.3;20.9;2.8;0.3;5.3;6.6;52.2;35.5
83124;Seillans;37;276;83.2;15;1.9;2.4;13.1;12.8;15.2;56.6
83125;Seillons-Source-d'Argens;34;163;85.4;12.9;1.7;6.8;6.2;5.5;15.8;65.8
83126;La Seyne-sur-Mer;708;4811;72.3;22.7;5;0.3;8.2;7.8;48.1;35.6
83127;Signes;57;435;69.6;24.3;6.1;0.4;46.4;4.8;41.3;7.1
83128;Sillans-la-Cascade;10;57;85.4;9.8;4.9;0.7;0;4.1;13.6;81.6
83129;Six-Fours-les-Plages;468;3298;74.7;20.8;4.4;0.1;7.2;14.6;50;28.1
83130;Solliès-Pont;135;937;75.5;20.4;4.2;0.5;10.2;12.3;44;33
83131;Solliès-Toucas;65;366;85;12.2;2.8;0.2;2.8;4.7;23.1;69.3
83132;Solliès-Ville;35;223;78.8;17.8;3.3;10.5;2.6;23.7;48.4;14.8
83133;Tanneron;25;139;80.1;17.9;2;23.8;9.8;1.4;44.1;21
83134;Taradeau;21;161;78.5;20;1.5;33.9;11.5;5.7;24.1;24.7
83135;Tavernes;12;91;83;14.2;2.8;2.4;4.8;38.4;16;38.4
83136;Le Thoronet;41;214;84.2;13.7;2.2;9.7;8.7;14.5;30;37.2
83137;Toulon;2044;12042;73.2;22.2;4.6;0;8.6;2.6;32.6;56.2
83138;Tourrettes;38;473;76.1;21.9;2;0.9;5.3;15.4;60.9;17.5
83139;Tourtour;7;89;77.9;19.5;2.7;1.8;8;0.9;71.4;17.9
83140;Tourves;73;425;84.2;14.3;1.6;6.4;0.9;17;27.8;48
83141;Trans-en-Provence;84;485;70.8;25.2;4;0.1;1.6;6.1;80.5;11.7
83142;Trigance;5;26;91.5;8.5;0;0;22.2;0;11.1;66.7
83143;Le Val;50;318;82.2;14;3.8;6.8;9.6;13.3;22.7;47.5
83144;La Valette-du-Var;251;1943;67.5;25.2;7.3;0;2.8;2.8;69.3;25
83145;Varages;13;93;83.3;15.2;1.4;5.1;8.1;10.1;25.3;51.5
83146;La Verdière;22;103;86.8;11.2;2;9;0;14.6;40.4;36
83147;Vérignon;0;1;75;25;0;0;0;0;0;100
83148;Vidauban;153;932;79.8;17.8;2.4;7.8;5.7;15.9;37.4;33.3
83149;Villecroze;23;169;77.4;19.9;2.7;11.3;27.5;10.8;24;26.5
83150;Vinon-sur-Verdon;39;308;75.2;21.1;3.7;0.5;11;19.7;43.7;25.1
83151;Vins-sur-Caramy;8;42;88.3;8.3;3.3;0;0;2.8;11.1;86.1
83152;Rayol-Canadel-sur-Mer;10;103;76.9;20.4;2.7;0;4.2;13.2;42.4;40.3
83153;Saint-Mandrier-sur-Mer;54;339;78.7;18.2;3.1;0;29.2;1.2;26.5;43.1
83154;Saint-Antonin-du-Var;7;66;79.6;18.4;1.9;42.4;6.8;3.4;23.7;23.7
84001;Althen-des-Paluds;35;207;78.2;18.9;2.8;4.5;12.1;9.8;28.4;45.2
84002;Ansouis;16;112;78.6;20.1;1.3;12.4;14.2;35.4;18.6;19.5
84003;Apt;103;1204;70.1;24.6;5.3;0.4;21.6;7.3;37.7;33
84004;Aubignan;56;404;81.1;16.5;2.3;16.8;8.6;13.1;25.6;35.9
84005;Aurel;1;22;94.6;5.4;0;0;0;0;50;50
84006;Auribeau;0;4;63.6;36.4;0;0;0;36.4;36.4;27.3
84007;Avignon;1570;9499;67.5;25.6;6.9;0.4;6.4;3.4;44.5;45.3
84008;Le Barroux;16;66;83.5;14.4;2.1;10.3;0;3.1;24.7;61.9
84009;La Bastide-des-Jourdans;15;104;79.3;17.9;2.9;4.5;1.3;11;45.8;37.4
84010;La Bastidonne;7;69;83.2;12.6;4.2;1.4;3.5;2.8;19.7;72.5
84011;Le Beaucet;5;37;88.1;11.9;0;0;23.8;0;57.1;19
84012;Beaumes-de-Venise;28;226;68.8;27;4.2;15.3;11.4;6.2;34.6;32.4
84013;Beaumettes;3;37;69.2;28.8;1.9;0;23.7;23.7;27.1;25.4
84014;Beaumont-de-Pertuis;10;75;81.1;17;1.9;26.4;1.9;5.7;18.9;47.2
84015;Beaumont-du-Ventoux;4;26;74.5;25.5;0;6.9;10.3;10.3;58.6;13.8
84016;Bédarrides;62;361;74.9;21.9;3.1;1.7;12.1;10.8;28;47.3
84017;Bédoin;28;318;83;15.3;1.7;2.9;16.4;9;36.1;35.6
84018;Blauvac;5;38;86.1;13.9;0;15;10;0;40;35
84019;Bollène;128;888;65.4;28.2;6.5;0.7;29.2;6.1;41.5;22.5
84020;Bonnieux;23;236;80.5;18.4;1.1;17.5;5.5;10.5;46.5;20
84021;Brantes;1;12;82.6;17.4;0;0;0;0;37.5;62.5
84022;Buisson;2;22;87;13;0;76.5;0;0;11.8;11.8
84023;Buoux;0;12;73.9;26.1;0;16;32;0;40;12
84024;Cabrières-d'Aigues;11;83;86.6;10.9;2.5;4.3;3.2;6.5;71;15.1
84025;Cabrières-d'Avignon;19;223;76.5;19.5;4;1;11.7;13.5;39.1;34.8
84026;Cadenet;54;403;78.9;18.1;2.9;2.1;7.3;12.4;35.3;43
84027;Caderousse;22;179;75.4;20.7;3.9;5.2;14.5;25.8;26;28.6
84028;Cairanne;15;95;68.7;28.6;2.7;31.6;40.6;3.4;14.1;10.3
84029;Camaret-sur-Aigues;38;306;76.1;21;3;9.7;35.8;9.8;23.6;21.2
84030;Caromb;33;273;77.6;20.1;2.3;33.1;6.8;16.7;19.2;24.2
84031;Carpentras;355;2525;70.8;23.5;5.7;1.1;9.9;6.1;39;43.8
84032;Caseneuve;5;55;83.3;14.3;2.4;31;3.4;4.6;42.5;18.4
84033;Castellet-en-Luberon;1;15;95.5;4.5;0;0;0;0;0;100
84034;Caumont-sur-Durance;55;325;80.5;15;4.5;4.7;6.9;18.8;43.1;26.6
84035;Cavaillon;312;2394;67.5;25.1;7.4;1.6;7.3;5.4;60.7;25
84036;Châteauneuf-de-Gadagne;32;239;74.3;21;4.7;1.9;28.9;4.3;29.7;35.3
84037;Châteauneuf-du-Pape;20;254;59.2;35.2;5.5;48.4;4.4;1.6;31.8;13.8
84038;Cheval-Blanc;48;316;79.2;17;3.8;5.5;11.1;6.8;52.9;23.8
84039;Courthézon;55;397;74.2;21;4.8;13.8;27.7;2.7;24.6;31.1
84040;Crestet;8;43;71.6;26.9;1.5;17.5;10.5;3.5;56.1;12.3
84041;Crillon-le-Brave;7;46;84.9;13.7;1.4;0;12.5;1.4;77.8;8.3
84042;Cucuron;34;203;82.5;15.2;2.3;7.1;9.4;5.7;39.2;38.7
84043;Entraigues-sur-la-Sorgue;94;724;72.7;20.7;6.6;0.2;8.2;9.4;66.2;15.9
84044;Entrechaux;14;77;84.2;15;0.8;13.6;12.1;4.5;34.8;34.8
84045;Faucon;7;34;76.8;23.2;0;24.1;6.9;10.3;24.1;34.5
84046;Flassan;5;39;87.2;12.8;0;39.3;0;17.9;3.6;39.3
84047;Gargas;31;185;78.3;16.9;4.7;2.2;16.3;16.6;42.8;22.1
84048;Gignac;0;4;80;20;0;0;0;0;0;100
84049;Gigondas;5;68;54.8;39.4;5.8;36.6;12.8;0.5;46.2;3.9
84050;Gordes;34;326;81.7;15.5;2.8;4.3;3.7;11.4;47.1;33.5
84051;Goult;14;169;77.8;21;1.2;15.9;7.9;7.9;47;21.2
84052;Grambois;27;108;84.2;15.1;0.7;8.5;12.7;8.5;36.6;33.8
84053;Grillon;17;135;78;18.3;3.7;2.5;44;11.6;29.9;11.9
84054;L'Isle-sur-la-Sorgue;252;2054;76.3;20.5;3.1;2;19.1;4.4;40.4;34.1
84055;Jonquerettes;13;110;80.8;18.5;0.7;14.1;2.2;17.4;34.8;31.5
84056;Jonquières;53;346;71.5;23.8;4.7;17.6;7.4;15.1;39.7;20.1
84057;Joucas;2;48;72.6;27.4;0;10.4;0;31.2;37.5;20.8
84058;Lacoste;8;44;84;16;0;4.8;9.5;2.4;40.5;42.9
84059;Lafare;0;12;71.4;28.6;0;69.2;0;0;15.4;15.4
