Inscrits;Nuls;Votants;Code Insee;ARTHAUD;ROUSSEL;JADOT;DUPONT-AIGNAN;ZEMMOUR;PECRESSE;LASSALLE;LE PEN;MACRON;MÉLENCHON;POUTOU;HIDALGO
1184;10;991;37111;0.62;0.83;0.42;5.92;26.38;5.5;0.52;22.12;18.9;18.07;0.73;6.05
333;2;268;37112;0.0;0.77;0.0;2.68;28.35;5.75;1.53;28.35;19.92;12.26;0.38;2.26
703;6;606;37113;0.85;1.53;0.17;4.76;21.43;4.93;1.53;23.98;22.96;16.84;1.02;8.03
173;0;142;37114;0.72;0.72;0.0;5.76;23.74;4.32;0.0;32.37;18.71;12.23;1.44;5.47
2837;20;2264;37115;0.82;0.91;0.23;6.33;20.09;4.87;1.18;26.29;20.73;17.27;1.28;6.01
394;2;330;37116;0.93;0.62;0.62;5.61;33.64;3.74;1.25;27.41;13.08;12.15;0.93;4.44
673;4;511;37117;0.2;1.8;0.0;6.79;19.76;4.59;1.2;33.33;17.56;13.77;1.0;7.77
1169;4;1012;37118;0.91;1.12;0.61;4.06;15.33;7.72;1.12;21.62;22.23;23.45;1.83;6.32
1242;12;1021;37119;0.91;0.5;0.0;5.45;25.83;6.05;0.61;25.23;21.19;13.12;1.11;4.07
221;0;181;37121;1.69;0.0;0.56;5.08;20.9;2.26;1.13;35.03;19.21;11.3;2.82;5.53
24708;122;19466;37122;0.7;0.74;0.12;4.48;19.13;8.03;0.85;15.84;27.04;22.04;1.01;4.85
3059;25;2606;37123;0.91;0.79;0.16;5.75;17.45;5.47;0.75;24.79;23.01;19.91;0.99;5.93
1826;10;1619;37124;0.45;0.51;0.13;6.53;19.58;6.01;1.02;16.25;30.2;18.36;0.96;6.44
336;0;276;37125;1.11;0.37;0.0;5.93;15.19;4.44;1.11;31.11;22.22;16.3;2.22;4.64
256;2;209;37126;0.97;0.0;0.49;5.34;26.21;7.77;1.94;18.45;17.96;19.42;1.46;4.69
228;1;179;37127;2.3;0.0;0.0;7.47;16.09;6.32;0.0;27.01;17.82;21.26;1.72;6.79
940;8;835;37128;0.74;0.37;0.12;10.62;21.23;4.07;1.11;24.94;18.15;17.53;1.11;1.08
842;4;715;37129;1.13;0.28;0.28;5.25;22.84;5.53;0.99;27.38;20.71;14.61;0.99;8.49
1446;24;1223;37130;1.11;0.68;0.34;5.7;16.84;4.85;1.36;24.4;28.15;14.63;1.96;6.26
991;8;855;37131;1.45;1.09;0.12;5.33;19.13;5.93;0.85;25.79;23.49;14.77;2.06;3.39
4839;30;3701;37132;1.03;0.94;0.17;4.89;25.9;6.44;0.92;18.16;23.99;16.52;1.05;4.44
383;3;307;37133;0.66;0.66;0.0;8.28;29.47;4.64;0.66;22.19;14.9;16.89;1.66;6.51
476;3;425;37134;1.23;0.74;0.0;4.94;23.21;4.69;0.74;30.62;16.3;16.05;1.48;5.79
383;2;335;37136;0.62;0.0;0.0;6.79;17.28;6.79;1.85;23.77;17.9;22.53;2.47;4.52
107;0;95;37137;2.15;0.0;0.0;6.45;29.03;1.08;1.08;22.58;16.13;18.28;3.23;3.33
657;7;552;37138;0.38;2.08;0.0;4.72;20.38;8.49;1.13;17.55;23.02;20.94;1.32;4.92
3851;17;3244;37139;0.47;0.85;0.22;6.64;23.32;6.26;1.14;16.43;26.45;17.26;0.95;6.32
221;0;183;37140;1.13;0.56;0.0;1.69;24.86;3.39;0.56;27.68;26.55;13.56;0.0;6.29
692;2;599;37141;0.68;0.51;0.51;9.73;23.89;4.44;1.19;28.5;17.41;11.95;1.19;6.33
487;3;399;37142;2.34;0.78;0.26;6.25;18.23;6.51;1.04;24.74;20.57;17.45;1.82;4.48
982;4;840;37143;0.49;1.23;0.25;6.03;18.97;5.79;0.99;25.49;21.55;18.35;0.86;5.29
381;2;339;37144;0.3;0.3;0.0;7.83;21.39;4.52;1.81;30.72;21.69;11.14;0.3;5.19
189;2;155;37145;0.0;0.0;0.0;5.33;21.33;3.33;0.0;36.0;18.67;13.33;2.0;5.87
153;2;128;37146;0.82;1.64;0.0;9.84;18.03;4.92;0.82;22.95;18.85;20.49;1.64;6.74
456;2;374;37147;0.82;0.55;0.0;6.04;18.68;6.32;1.37;32.14;19.23;14.01;0.82;4.62
460;8;364;37148;1.14;1.43;0.29;6.29;24.86;6.29;0.86;35.71;11.14;11.14;0.86;7.9
344;1;305;37149;0.67;0.33;0.33;4.0;22.0;6.33;1.67;20.0;19.33;23.33;2.0;2.86
999;6;858;37150;0.73;0.73;0.24;5.7;14.3;4.48;1.45;29.82;20.48;20.24;1.82;4.46
2342;10;2027;37151;0.3;1.06;0.35;4.89;28.63;5.29;0.76;14.42;27.97;15.98;0.35;7.01
1795;2;1470;37152;0.35;0.9;0.07;5.89;27.22;5.19;0.83;15.3;27.01;16.41;0.83;6.8
2991;19;2617;37153;0.94;0.86;0.04;7.98;19.56;5.87;0.94;22.14;25.43;15.22;1.02;5.59
3258;21;2753;37154;0.67;0.74;0.22;5.32;22.71;6.74;0.93;15.23;28.74;17.83;0.86;5.35
449;6;381;37155;0.82;0.54;0.82;8.15;22.01;4.62;2.45;27.17;16.03;15.22;2.17;6.23
8307;38;6707;37156;0.7;0.82;0.18;5.03;15.89;7.9;0.82;17.4;27.79;22.17;1.3;6.92
320;1;248;37157;2.04;1.22;0.0;6.12;28.57;2.86;1.63;15.92;27.35;12.24;2.04;4.38
591;1;506;37158;1.22;0.41;0.41;7.3;16.02;4.46;0.2;31.64;19.27;17.85;1.22;3.04
6150;46;5073;37159;0.83;0.61;0.26;6.89;16.23;7.01;0.83;20.38;26.42;19.26;1.27;5.05
246;3;209;37160;0.0;0.0;0.0;11.65;24.76;6.8;0.0;21.84;24.27;9.22;1.46;3.73
609;5;531;37161;0.39;0.96;0.39;5.78;22.16;5.59;0.58;24.08;23.12;15.8;1.16;5.84
370;0;326;37162;0.63;1.57;0.0;4.72;18.55;5.35;0.94;24.21;27.04;14.78;2.2;3.99
3009;23;2422;37163;0.55;0.68;0.04;5.51;17.11;6.23;1.1;26.64;21.3;19.06;1.78;6.8
311;1;269;37165;0.38;1.54;0.0;6.54;15.38;6.92;1.54;27.69;19.62;19.62;0.77;5.89
517;3;447;37166;0.92;0.92;0.23;5.99;18.2;4.38;0.46;31.57;17.05;19.59;0.69;4.95
1509;5;1212;37167;0.34;0.67;0.17;5.65;21.16;3.04;0.67;28.33;22.18;16.78;1.01;7.42
251;2;208;37168;0.51;1.52;0.0;9.09;23.74;5.05;2.02;23.23;20.71;13.13;1.01;3.42
678;2;580;37169;0.53;1.6;0.18;7.28;19.54;3.73;0.89;30.37;17.41;17.05;1.42;8.8
884;3;701;37170;0.29;0.88;0.15;5.26;28.03;5.84;0.73;21.31;18.98;17.81;0.73;7.77
949;4;793;37171;0.64;0.52;0.0;7.22;25.0;3.99;0.64;20.23;21.78;18.69;1.29;4.62
3374;16;2929;37172;0.39;0.67;0.07;5.99;17.09;6.8;0.95;16.71;31.73;18.32;1.3;5.25
623;6;524;37173;1.38;0.59;0.2;5.89;22.79;5.89;1.18;23.58;17.49;18.86;2.16;5.99
612;6;486;37174;0.86;1.94;0.22;4.52;23.87;4.95;0.43;24.09;17.2;20.86;1.08;5.34
927;3;855;37175;1.2;0.96;0.24;6.58;19.38;7.42;1.2;22.25;22.25;17.58;0.96;3.81
776;6;672;37176;1.71;0.31;0.31;6.52;14.29;3.42;0.93;35.56;19.72;15.68;1.55;5.96
548;2;466;37177;0.45;0.9;0.0;7.0;21.9;8.8;0.23;30.47;14.9;13.32;2.03;5.57
467;10;398;37178;0.26;0.26;0.0;5.18;25.91;7.77;0.78;28.76;17.62;12.18;1.3;4.63
2091;8;1751;37179;0.65;0.77;0.18;6.15;24.08;4.62;0.59;21.54;23.96;16.27;1.18;3.32
562;3;455;37180;1.14;0.91;0.23;5.25;18.26;5.25;1.14;30.82;19.86;16.21;0.91;4.41
188;1;170;37181;0.0;0.6;0.0;5.39;22.75;5.99;2.99;18.56;22.16;21.56;0.0;4.2
872;0;765;37182;0.8;0.4;0.13;6.68;17.22;5.34;0.93;24.83;22.56;19.36;1.74;5.26
1107;9;927;37183;1.35;1.01;0.22;5.49;23.32;3.81;1.46;25.22;19.73;16.59;1.79;5.04
301;1;245;37184;0.85;0.43;0.43;5.53;25.96;5.96;1.7;14.89;30.64;13.19;0.43;4.35
1198;7;1004;37185;1.11;0.91;0.1;6.69;17.73;5.57;0.91;23.61;23.51;18.84;1.01;6.2
760;7;666;37186;0.77;0.46;0.31;8.64;16.98;4.63;0.77;22.07;23.92;19.91;1.54;8.19
292;2;246;37187;2.9;0.0;0.41;4.15;21.16;3.32;0.0;32.37;14.52;18.26;2.9;9.02
599;8;500;37188;1.05;0.84;0.21;7.35;24.37;4.41;0.84;27.73;17.23;15.13;0.84;5.72
747;8;609;37189;1.34;0.67;0.34;5.21;19.16;4.2;2.18;16.81;28.74;20.0;1.34;7.19
148;0;116;37190;0.0;0.0;0.0;3.51;21.05;5.26;1.75;35.96;13.16;16.67;2.63;2.27
173;4;144;37191;2.16;0.72;0.0;5.04;22.3;5.04;1.44;32.37;15.83;13.67;1.44;5.76
889;4;753;37192;0.41;0.68;0.14;8.7;21.2;4.35;0.95;23.37;22.42;17.26;0.54;5.48
1051;4;845;37193;1.22;1.82;0.24;6.69;25.67;6.2;0.97;24.57;20.56;11.8;0.24;4.64
1231;5;1038;37194;0.89;0.89;0.2;7.6;21.22;8.19;0.89;21.62;20.63;16.88;0.99;6.8
6341;25;4986;37195;0.78;0.84;0.18;4.32;16.25;9.02;0.86;15.14;25.56;25.72;1.33;7.09
1368;10;1027;37196;2.51;0.6;0.3;3.91;29.59;5.72;1.5;23.67;19.26;12.14;0.8;5.36
362;0;312;37197;1.31;0.65;0.33;3.92;22.88;7.19;2.61;20.26;14.05;25.82;0.98;6.06
268;3;226;37198;0.91;2.27;0.0;2.27;17.73;2.27;1.36;37.27;23.18;12.27;0.45;6.35
365;1;310;37199;1.69;0.34;0.68;5.42;15.25;5.76;1.02;31.53;20.0;17.97;0.34;1.6
677;7;571;37200;0.55;0.18;0.0;7.86;14.26;5.48;1.28;26.51;18.1;24.68;1.1;7.18
587;1;488;37201;0.42;0.42;0.21;9.07;21.94;4.64;0.63;25.53;17.93;17.3;1.9;6.06
429;4;352;37202;0.3;0.0;0.0;6.21;21.3;6.8;1.48;17.75;24.26;20.12;1.78;6.33
2589;6;2190;37203;0.42;0.79;0.05;4.54;28.7;7.09;0.56;12.19;27.58;17.15;0.93;5.53
927;5;825;37204;0.25;0.62;0.25;7.48;19.2;5.36;1.37;22.69;22.57;19.2;1.0;3.96
957;7;821;37205;0.76;0.76;0.51;6.19;19.19;6.06;1.39;22.98;23.11;17.68;1.39;7.01
1295;6;1075;37206;0.38;0.47;0.19;5.59;23.22;6.35;0.76;16.97;28.82;16.59;0.66;6.43
243;2;194;37207;1.6;2.14;0.53;3.74;24.06;1.6;1.07;31.55;15.51;15.51;2.67;3.85
12146;50;10126;37208;0.47;0.61;0.25;5.08;27.19;7.18;0.61;11.66;31.64;14.49;0.82;6.97
168;1;133;37209;0.0;0.76;0.0;7.58;15.15;6.06;1.52;32.58;15.15;19.7;1.52;3.91
477;1;410;37210;2.03;0.51;0.25;7.85;16.96;6.33;2.03;20.51;16.96;23.8;2.78;6.04
1979;10;1630;37211;1.07;1.07;0.31;6.41;18.09;5.53;0.57;25.31;23.43;16.9;1.32;5.65
635;16;474;37212;0.88;1.1;0.22;7.71;20.26;3.96;1.32;28.85;18.28;15.2;2.2;3.19
715;2;603;37213;0.85;0.51;0.34;8.72;25.64;7.01;1.37;24.27;14.02;15.9;1.37;4.68
12626;51;10592;37214;0.36;0.66;0.2;4.56;32.72;6.43;0.62;11.01;28.18;14.53;0.72;0.0
1218;10;1020;37216;1.11;1.01;0.0;6.58;22.77;3.85;1.32;25.1;18.52;17.41;2.33;4.21
